CPT_Si_c600_wl;CPT_Si_c600;CPT_InGaAs_c800_wl;CPT_InGaAs_c800;CPT_InGaAs_c1000_wl;CPT_InGaAs_c1000;CPT_InGaAs_c1200_wl;CPT_InGaAs_c1200;CPT_InGaAs_c1400_wl;CPT_InGaAs_c1400;Uni_Si_c600_wl;Uni_Si_c600;Uni_InGaAsi_c700_wl;Uni_InGaAsi_c700;Uni_InGaAsi_c900_wl;Uni_InGaAsi_c900;Uni_InGaAsi_c1100_wl;Uni_InGaAsi_c1100;Uni_InGaAsi_c1300_wl;Uni_InGaAsi_c1300;Fluorimeter_wl;Fluorimeter
512.0575;8.36552220957042E-20;1094.6149;2.87991429084314E-22;1294.2811;2.21475858345118E-22;1493.9397;1.3059074683419E-22;1693.5906;-2.10430601145227E-25;9.911770500000000084e+02;1.370595677419669534e-01;;;1.216181299999999965e+03;9.196002613455303010e-01;1.368219900000000052e+03;6.649130913256534603e-01;1.567868300000000090e+03;5.651497290279113850e-01;739;0.06452
513.60065;8.33183758410067E-20;1096.094;2.87666599863616E-22;1295.7585;2.2142537807028E-22;1495.4153;1.31198067294885E-22;1695.0643;-8.69853101737109E-25;9.925806099999999788e+02;1.319872067651061964e-01;;;1.217528600000000097e+03;9.202881150315416203e-01;1.369565700000000106e+03;6.617705893434846498e-01;1.569211600000000089e+03;5.729408104504609689e-01;740;0.06347
515.14374;8.34427381417742E-20;1097.5731;2.88080835704524E-22;1297.2358;2.20150264095967E-22;1496.8909;1.30613266792482E-22;1696.5381;1.24069653860801E-24;9.939841300000000501e+02;1.274637080307654824e-01;;;1.218875999999999976e+03;9.200402145706606527e-01;1.370911499999999933e+03;6.615943041859388973e-01;1.570554799999999886e+03;5.700461156232748960e-01;741;0.06247
516.68683;8.33910628469346E-20;1099.0521;2.8748951126719E-22;1298.7133;2.20384810072268E-22;1498.3665;1.30031097552197E-22;1698.0118;5.28388490709179E-25;9.953876299999999446e+02;1.234794859155937397e-01;;;1.220223300000000108e+03;9.209367879349708019e-01;1.372257299999999987e+03;6.572430807708227185e-01;1.571897899999999936e+03;5.749682028240710174e-01;742;0.06152
518.22992;8.33824634571811E-20;1100.5313;2.86941363676343E-22;1300.1906;2.18571972846036E-22;1499.842;1.28532911710994E-22;1699.4856;1.79976131699068E-24;9.967910900000000538e+02;1.201018076053528699e-01;;;1.221570600000000013e+03;9.209889323003808137e-01;1.373603000000000065e+03;6.572341442602043227e-01;1.573241099999999960e+03;5.678420150915655107e-01;743;0.06062
519.77301;8.31664908734978E-20;1102.0103;2.88628724527778E-22;1301.6678;2.19714377477654E-22;1501.3175;1.30064679398768E-22;1700.9594;2.20000147766278E-24;9.981945200000000114e+02;1.160776362756757718e-01;;;1.222917899999999918e+03;9.219423145598721892e-01;1.374948699999999917e+03;6.541013835905690188e-01;1.574584200000000010e+03;5.714262086130272866e-01;744;0.05978
521.31604;8.31900858557404E-20;1103.4894;2.87026726950725E-22;1303.1451;2.17908173234724E-22;1502.7931;1.28987345147754E-22;1702.433;3.90213103495284E-24;9.995979300000000194e+02;1.105579504181931488e-01;;;1.224265100000000075e+03;9.217201817504443451e-01;1.376294399999999996e+03;6.547733515070711663e-01;1.575927300000000059e+03;5.623448942296302988e-01;745;0.05884
522.85913;8.32105832529344E-20;1104.9684;2.89401866793847E-22;1304.6224;2.18509654625042E-22;1504.2686;1.30041995537613E-22;1703.9067;5.2902733385322E-24;1.001001300000000015e+03;1.058820800716847865e-01;;;1.225612300000000005e+03;9.224712931124547932e-01;1.377640100000000075e+03;6.523393979649676488e-01;1.577270299999999907e+03;5.615503984198876308e-01;746;0.05789
524.40216;8.31293083967881E-20;1106.4474;2.86022550779524E-22;1306.0997;2.16792654316586E-22;1505.744;1.29669104828617E-22;1705.3804;5.77731617978537E-24;1.002404599999999959e+03;1.022187894806869946e-01;;;1.226959499999999935e+03;9.222053341132449011e-01;1.378985699999999952e+03;6.549086147602776187e-01;1.578613299999999981e+03;5.526526964024880417e-01;747;0.05691
525.94519;8.30181482945793E-20;1107.9264;2.8648465955309E-22;1307.5769;2.17320147832402E-22;1507.2195;1.30598382593928E-22;1706.854;7.11901380701901E-24;1.003807900000000018e+03;9.925874607444944153e-02;;;1.228306599999999889e+03;9.231835310049433252e-01;1.380331300000000056e+03;6.528407737276237244e-01;1.579956300000000056e+03;5.548576597013599176e-01;748;0.05594
527.48822;8.29884631072804E-20;1109.4053;2.86258430680984E-22;1309.0542;2.16174825418032E-22;1508.6949;1.30215220071108E-22;1708.3276;7.71701667425712E-24;1.005211199999999963e+03;9.629006233996348363e-02;;;1.229653700000000072e+03;9.232785310102940013e-01;1.381676799999999957e+03;6.545955554206890348e-01;1.581299299999999903e+03;5.462493821488048074e-01;749;0.05494
529.03125;8.29153681471425E-20;1110.8843;2.8557197798355E-22;1310.5314;2.16044474756903E-22;1510.1704;1.3164158436366E-22;1709.8013;7.83543540772612E-24;1.006614500000000021e+03;9.225978076848456721e-02;;;1.231000800000000027e+03;9.246529517088781791e-01;1.383022400000000061e+03;6.515483462633071543e-01;1.582642200000000003e+03;5.494733603131144450e-01;750;0.05399
530.57428;8.27822480738437E-20;1112.3632;2.83801366946998E-22;1312.0085;2.15584651237633E-22;1511.6458;1.32289843234303E-22;1711.2749;8.54340368332555E-24;1.008017699999999991e+03;8.723700707920425956e-02;;;1.232347899999999981e+03;9.256831270249731292e-01;1.384367899999999963e+03;6.516419020368610093e-01;1.583985100000000102e+03;5.446889297352831560e-01;751;0.05305
532.11731;8.26423604241334E-20;1113.8422;2.8407248195815E-22;1313.4857;2.16296359653901E-22;1513.1212;1.32523262672436E-22;1712.7484;8.90479389914692E-24;1.009420799999999986e+03;8.270204030821196040e-02;;;1.233694899999999961e+03;9.272785804019443301e-01;1.385713400000000092e+03;6.473170874069201775e-01;1.585327999999999975e+03;5.512574297990713301e-01;752;0.05217
533.66028;8.25773792649191E-20;1115.321;2.80234688232593E-22;1314.9629;2.12790836558714E-22;1514.5966;1.3032205105172E-22;1714.222;8.59571909619214E-24;1.010823999999999955e+03;7.990851272109472658e-02;;;1.235041899999999941e+03;9.282783371222755875e-01;1.387058800000000019e+03;6.457203558496213969e-01;1.586670900000000074e+03;5.467840427745797038e-01;753;0.05138
535.20325;8.25166224086435E-20;1116.7999;2.80146111320991E-22;1316.4401;2.13861641258847E-22;1516.072;1.30140799813739E-22;1715.6956;8.76995058721405E-24;1.012227099999999950e+03;7.789733701206358329e-02;;;1.236388899999999921e+03;9.292780938426074000e-01;1.388404199999999946e+03;6.397027283963196975e-01;1.588013699999999972e+03;5.536113188212362646e-01;754;0.05055
536.74622;8.22835315657064E-20;1118.2788;2.80152258733253E-22;1317.9172;2.15550447487665E-22;1517.5474;1.31057263584868E-22;1717.1691;8.78304842852422E-24;1.013630199999999945e+03;7.561379486797054073e-02;;;1.237735799999999927e+03;9.302778505629392125e-01;1.389749600000000100e+03;6.388262873906078720e-01;1.589356500000000096e+03;5.483475795061913960e-01;755;0.04972
538.28918;8.2174322105577E-20;1119.7577;2.78930071291694E-22;1319.3943;2.16635076129189E-22;1519.0227;1.30298749469385E-22;1718.6426;9.33582654807549E-24;1.015033199999999965e+03;7.229210043970835109e-02;;;1.239082699999999932e+03;9.312776072832710250e-01;1.391095000000000027e+03;6.364566035241432385e-01;1.590699200000000019e+03;5.522796297434564572e-01;756;0.04894
539.83215;8.21970880098598E-20;1121.2366;2.77311424213081E-22;1320.8715;2.15870355722681E-22;1520.4979;1.29388936118787E-22;1720.1161;1.00523935572408E-23;1.016436299999999960e+03;6.844054049428562048e-02;;;1.240429599999999937e+03;9.322773640036028375e-01;1.392440299999999979e+03;6.389095768762753647e-01;1.592041999999999916e+03;5.441828379129755033e-01;757;0.04812
541.37512;8.21395841330721E-20;1122.7153;2.78798919649502E-22;1322.3485;2.1590236341353E-22;1521.9733;1.29357386565645E-22;1721.5896;1.01757195271678E-23;1.017839200000000005e+03;6.464319738347101829e-02;;;1.241776499999999942e+03;9.332771207239346500e-01;1.393785599999999931e+03;6.375469535044093750e-01;1.593384700000000066e+03;5.448998612909603523e-01;758;0.04728
542.91803;8.17501927630455E-20;1124.1942;2.76831437857731E-22;1323.8256;2.135834969052E-22;1523.4486;1.27895453586086E-22;1723.063;8.70029314075222E-24;1.019242200000000025e+03;6.170433366946901504e-02;;;1.243123299999999972e+03;9.342768774442664625e-01;1.395130900000000111e+03;6.412427782068388371e-01;1.594727300000000014e+03;5.326988424339802464e-01;759;0.04648
544.461;8.17698574639862E-20;1125.673;2.76342100503278E-22;1325.3026;2.13044754684475E-22;1524.9238;1.26732889260639E-22;1724.5365;1.12378100147693E-23;1.020645099999999957e+03;5.977456241580274277e-02;;;;;1.396476200000000063e+03;6.418387133385253795e-01;1.596069999999999936e+03;5.311268487267747362e-01;760;0.04569
546.00391;8.1712056795362E-20;1127.1517;2.7689219028674E-22;1326.7797;2.11791150768183E-22;1526.399;1.27162417195463E-22;1726.0099;1.01401295327405E-23;1.022048000000000002e+03;5.792433354886532271e-02;;;;;1.397821400000000040e+03;6.440972435798912876e-01;1.597412600000000111e+03;5.185478763366987431e-01;761;0.0449
547.54681;8.15222601612268E-20;1128.6305;2.76681162722336E-22;1328.2567;2.12220807059399E-22;1527.8743;1.27198286260077E-22;1727.4833;1.0454905308653E-23;1.023450900000000047e+03;5.533763813615184129e-02;;;;;1.399166600000000017e+03;6.409885842823821456e-01;1.598755200000000059e+03;5.154088963899838838e-01;762;0.04421
549.08972;8.13684154322351E-20;1130.1093;2.73571873867675E-22;1329.7338;2.09030919058906E-22;1529.3495;1.25929265415902E-22;1728.9567;8.99824703407264E-24;1.024853699999999890e+03;5.231305401330650640e-02;;;;;1.400511700000000019e+03;6.420700831402197384e-01;1.600097700000000032e+03;5.020388441663059531e-01;763;0.04356
550.63263;8.12744594788575E-20;1131.588;2.73030633517284E-22;1331.2107;2.08283804212925E-22;1530.8247;1.24511261624449E-22;1730.4301;9.2849350198268E-24;1.026256499999999960e+03;4.919677384339873893e-02;;;;;1.401856899999999996e+03;6.400539346426048493e-01;1.601440299999999979e+03;4.986538160690254795e-01;764;0.04287
552.17548;8.12172269618148E-20;1133.0668;2.72688749110147E-22;1332.6876;2.0769462547741E-22;1532.2999;1.25529782357817E-22;1731.9034;1.08579361342576E-23;1.027659300000000030e+03;4.679916819160866853e-02;;;;;1.403201999999999998e+03;6.424338363865719215e-01;1.602782799999999952e+03;4.846292264825696749e-01;765;0.04215
553.71838;8.10286483701954E-20;1134.5454;2.72932724355332E-22;1334.1647;2.07377866475228E-22;1533.775;1.25550819000209E-22;1733.3768;1.07648278091114E-23;1.029061999999999898e+03;4.526768840427173451e-02;;;;;1.404547100000000000e+03;6.421606914651375453e-01;1.604125199999999950e+03;4.780631278148761432e-01;766;0.04147
555.26123;8.0875692334038E-20;1136.0242;2.72904199123696E-22;1335.6416;2.06428020256217E-22;1535.2502;1.25035364729299E-22;1734.8501;1.04519692507522E-23;1.030464699999999993e+03;4.403086336526149808e-02;;;;;1.405892100000000028e+03;6.468590779642457989e-01;1.605467699999999923e+03;4.601291298670436847e-01;767;0.04081
556.80408;8.08881338833276E-20;1137.5028;2.73957879860202E-22;1337.1185;2.05863350797156E-22;1536.7253;1.25015269281328E-22;1736.3234;1.13195684859412E-23;1.031867400000000089e+03;4.198687925875703442e-02;;;;;1.407237100000000055e+03;6.471508804324914710e-01;1.606810099999999920e+03;4.481197578232118950e-01;768;0.04018
558.34692;8.06525558510491E-20;1138.9814;2.73541603609647E-22;1338.5953;2.04150399574902E-22;1538.2004;1.24198194011138E-22;1737.7966;1.10891450395784E-23;1.033269999999999982e+03;3.952395010502594841e-02;;;;;1.408582100000000082e+03;6.514546035968360460e-01;1.608152399999999943e+03;4.237099933634260185e-01;769;0.03955
559.88977;8.05640337868824E-20;1140.4601;2.73921640327037E-22;1340.0723;2.03882843733577E-22;1539.6755;1.24989853295789E-22;1739.2699;1.13540693605814E-23;1.034672600000000102e+03;3.683056330823619717e-02;;;;;1.409927100000000110e+03;6.508971198297968108e-01;1.609494799999999941e+03;4.028273795056637185e-01;770;0.03886
561.43262;8.04443225484469E-20;1141.9387;2.70537220164944E-22;1341.5491;2.02165028931713E-22;1541.1506;1.24419473861531E-22;1740.7432;1.11781919777387E-23;1.036075199999999995e+03;3.442231858159425922e-02;;;;;1.411271999999999935e+03;6.534522451174114011e-01;1.610837099999999964e+03;3.716192695627932308e-01;771;0.03822
562.9754;8.03592899746217E-20;1143.4174;2.69686409168676E-22;1343.026;2.01270183900231E-22;1542.6257;1.23803959048399E-22;1742.2164;1.10570585258175E-23;1.037477699999999913e+03;3.250076309409190289e-02;;;;;1.412616899999999987e+03;6.520130462638805691e-01;1.612179399999999987e+03;3.461922918117045778e-01;772;0.03764
564.51825;8.02369375040489E-20;1144.8959;2.69510759157378E-22;1344.5028;1.98863762013914E-22;1544.1007;1.23299674163861E-22;1743.6896;1.20706342951682E-23;1.038880200000000059e+03;3.129281968812282905e-02;;;;;1.413961800000000039e+03;6.556320418653214244e-01;1.613521600000000035e+03;3.126486808030872755e-01;773;0.03707
566.06104;8.00792047603294E-20;1146.3745;2.67736611387891E-22;1345.9796;1.97139268439301E-22;1545.5758;1.22890135815458E-22;1745.1628;1.31982227601215E-23;1.040282699999999977e+03;3.010173502279817059e-02;;;;;1.415306599999999889e+03;6.560046171823511463e-01;1.614863900000000058e+03;2.868106710821993754e-01;774;0.03652
567.60382;7.99001179468141E-20;1147.853;2.6485381363015E-22;1347.4564;1.93143900646726E-22;1547.0508;1.22477855047306E-22;1746.636;1.13578890743881E-23;1.041685099999999920e+03;2.857104323377908026e-02;;;;;1.416651399999999967e+03;6.598522304594031107e-01;1.616206100000000106e+03;2.566836881411624915e-01;775;0.03598
569.14661;7.97965443226213E-20;1149.3315;2.6539819687539E-22;1348.9332;1.91177556844376E-22;1548.5258;1.21905648991693E-22;1748.1091;1.0596586226821E-23;1.043087500000000091e+03;2.679104522302150349e-02;;;;;1.417996200000000044e+03;6.612396771320069311e-01;1.617548199999999952e+03;2.364698072996965772e-01;776;0.03538
570.68939;7.96183061747035E-20;1150.8102;2.65481600698754E-22;1350.41;1.88775962723616E-22;1550.0007;1.21004295597655E-22;1749.5823;1.22006442140413E-23;1.044489900000000034e+03;2.511464245768745343e-02;;;;;1.419340999999999894e+03;6.669498031839300456e-01;1.618890400000000000e+03;2.131015658758955711e-01;777;0.03483
572.23212;7.94900062532839E-20;1152.2887;2.64229537987269E-22;1351.8867;1.83389944404013E-22;1551.4757;1.21441421988793E-22;1751.0554;1.12708986997438E-23;1.045892200000000003e+03;2.374078761636556206e-02;;;;;1.420685699999999997e+03;6.681791783435943044e-01;1.620232500000000073e+03;1.988077680187846641e-01;778;0.03431
573.7749;7.92818191943891E-20;1153.7671;2.63703331558402E-22;1353.3635;1.81419199616583E-22;1552.9506;1.21167199491647E-22;1752.5286;1.23779979880848E-23;1.047294499999999971e+03;2.287685551447186244e-02;;;;;1.422030400000000100e+03;6.722238772252484562e-01;1.621574599999999919e+03;1.820104683517210220e-01;779;0.03379
575.31763;7.91352746147231E-20;1155.2456;2.62583045874893E-22;1354.8402;1.77548833874307E-22;1554.4255;1.19378039168273E-22;1754.0016;1.27889008140033E-23;1.048696799999999939e+03;2.235756240828823058e-02;;;;;1.423375099999999975e+03;6.713383230388861866e-01;1.622916600000000017e+03;1.727543791400303064e-01;780;0.03325
576.86035;7.90906639767383E-20;1156.7241;2.62520337197545E-22;1356.3169;1.73062076979675E-22;1555.9004;1.20796758758581E-22;1755.4746;1.19117951886622E-23;1.050098999999999933e+03;2.176200733462425874e-02;;;;;1.424719700000000103e+03;6.724773221985859140e-01;1.624258599999999888e+03;1.597161948863337066e-01;781;0.0327
578.40308;7.87349769433685E-20;1158.2025;2.61438857013606E-22;1357.7936;1.70656436031776E-22;1557.3754;1.20209589264085E-22;1756.9478;1.19021779037376E-23;1.051501299999999901e+03;2.097350465231753378e-02;;;;;1.426064300000000003e+03;6.688235302393138459e-01;1.625600599999999986e+03;1.529405965082825669e-01;782;0.03218
579.94574;7.87266311380173E-20;1159.6809;2.60466707472202E-22;1359.2703;1.66852658723749E-22;1558.8502;1.18793265281443E-22;1758.4208;1.22017872630653E-23;1.052903399999999920e+03;1.996665392299008107e-02;;;;;1.427408899999999903e+03;6.699041416381800174e-01;1.626942600000000084e+03;1.426301645644652005e-01;783;0.03169
581.48846;7.85137834174601E-20;1161.1593;2.5930340490249E-22;1360.7469;1.64319281034351E-22;1560.3251;1.19323735902795E-22;1759.8938;1.39102439286358E-23;1.054305599999999913e+03;1.889605449172462176e-02;;;;;1.428753400000000056e+03;6.675038836849402912e-01;1.628284499999999980e+03;1.374918629500353207e-01;784;0.03119
583.03113;7.84420302130201E-20;1162.6377;2.58204031183964E-22;1362.2235;1.61577360602418E-22;1561.7999;1.17168164625738E-22;1761.3667;1.31986229830671E-23;1.055707699999999932e+03;1.812345262941168073e-02;;;;;1.430097999999999956e+03;6.698149462424083378e-01;1.629626400000000103e+03;1.295783615932516453e-01;785;0.03075
584.57385;7.83226781409935E-20;1164.1161;2.54536679423712E-22;1363.7002;1.59719447356962E-22;1563.2747;1.17845510586696E-22;1762.8397;1.33604127445793E-23;1.057109799999999950e+03;1.759569707077423065e-02;;;;;1.431442500000000109e+03;6.677870544933026675e-01;1.630968299999999999e+03;1.261063449422956673e-01;786;0.03035
586.11652;7.81382833938746E-20;1165.5945;2.55027028247504E-22;1365.1768;1.60536297068108E-22;1564.7495;1.17486544443022E-22;1764.3126;1.42865372449688E-23;1.058511799999999994e+03;1.721072757817429522e-02;;;;;1.432786900000000060e+03;6.706238428349797775e-01;1.632310099999999920e+03;1.189179612948373654e-01;787;0.0299
587.65918;7.78962510687313E-20;1167.0729;2.55411864696879E-22;1366.6533;1.61867035028587E-22;1566.2242;1.17221852621808E-22;1765.7856;1.40821786549479E-23;1.059913800000000037e+03;1.678393087278176252e-02;;;;;1.434131399999999985e+03;6.696363896265835614e-01;1.633651900000000069e+03;1.169680959144289156e-01;788;0.02949
589.20178;7.76845856983761E-20;1168.5511;2.5455328225388E-22;1368.1299;1.61822222237123E-22;1567.699;1.15649724693854E-22;1767.2585;1.39623117926639E-23;1.061315800000000081e+03;1.621196091013257790e-02;;;;;1.435475799999999936e+03;6.686489364181876782e-01;1.634993699999999990e+03;1.119144667117408232e-01;789;0.02906
590.74445;7.76587804170859E-20;1170.0294;2.53146537834303E-22;1369.6064;1.62871160879979E-22;1569.1737;1.16743420953422E-22;1768.7314;1.33020264246108E-23;1.062717799999999897e+03;1.535481350583520026e-02;;;;;1.436820099999999911e+03;6.676614832097919061e-01;1.636335399999999936e+03;1.110513206734954350e-01;790;0.02858
592.28711;7.74315192340539E-20;1171.5078;2.53234803214682E-22;1371.083;1.63439846687955E-22;1570.6484;1.16910399579063E-22;1770.2043;1.5002486711498E-23;1.064119699999999966e+03;1.460238920263914192e-02;;;;;1.438164500000000089e+03;6.666740300013961340e-01;1.637677100000000110e+03;1.059298155256808982e-01;791;0.02815
593.82971;7.72359521702877E-20;1172.9861;2.52437260736118E-22;1372.5594;1.66155386719173E-22;1572.1232;1.1786722132356E-22;1771.6771;1.36289415680877E-23;1.065521500000000060e+03;1.404794057379613048e-02;;;;;1.439508800000000065e+03;6.656865767930002509e-01;1.639018800000000056e+03;1.056295723543000387e-01;792;0.02776
595.37231;7.70547837935691E-20;1174.4644;2.52920712753326E-22;1374.036;1.66814020497492E-22;1573.5979;1.17872889771043E-22;1773.15;1.46498846751371E-23;1.066923399999999901e+03;1.362089602262178678e-02;;;;;1.440853100000000040e+03;6.646991235846044788e-01;1.640360500000000002e+03;1.027053746463650608e-01;793;0.02738
596.91492;7.69701299004235E-20;1175.9425;2.53369794124593E-22;1375.5125;1.67792443657681E-22;1575.0725;1.1751460002792E-22;1774.6228;1.40437102774392E-23;1.068325199999999995e+03;1.320673099854248467e-02;;;;;1.442197300000000041e+03;6.637116703762087067e-01;1.641702099999999973e+03;9.978117693843012448e-02;794;0.027
598.45746;7.67382803340217E-20;1177.4208;2.52446867004904E-22;1376.9889;1.65634782437502E-22;1576.5472;1.17064366225823E-22;1776.0957;1.61284751291348E-23;1.069727000000000089e+03;1.281337621050739756e-02;;;;;;;;;795;0.02663
600.00006;7.65140074855121E-20;1178.899;2.5091542437525E-22;1378.4653;1.61409773829101E-22;1578.0219;1.16304499094498E-22;1777.5685;1.56661769533128E-23;1.071128699999999981e+03;1.226223879596131591e-02;;;;;;;;;796;0.02621
601.5426;7.63230136894006E-20;0;0;0;0;0;0;0;0;1.072530400000000100e+03;1.158915869114327327e-02;;;;;;;;;797;0.02581
603.08521;7.61379613233987E-20;0;0;0;0;0;0;0;0;1.073932099999999991e+03;1.101829852790007017e-02;;;;;;;;;798;0.02539
604.62775;7.58508463794127E-20;0;0;0;0;0;0;0;0;1.075333800000000110e+03;1.066484384104972490e-02;;;;;;;;;799;0.02498
606.17029;7.57222074617268E-20;0;0;0;0;0;0;0;0;1.076735400000000027e+03;1.045284959417224629e-02;;;;;;;;;800;0.02461
607.71277;7.56447426263202E-20;0;0;0;0;0;0;0;0;1.078136999999999944e+03;1.027057684113326028e-02;;;;;;;;;801;0.0243
609.25531;7.5340133439277E-20;0;0;0;0;0;0;0;0;1.079538500000000113e+03;1.004705314443488269e-02;;;;;;;;;802;0.02397
610.79779;7.53428985185382E-20;0;0;0;0;0;0;0;0;1.080940000000000055e+03;9.671289288668592082e-03;;;;;;;;;803;0.02368
612.34033;7.50134948631276E-20;0;0;0;0;0;0;0;0;1.082341499999999996e+03;9.160393106668565655e-03;;;;;;;;;804;0.02334
613.88281;7.50083682438375E-20;0;0;0;0;0;0;0;0;1.083742999999999938e+03;8.730381897000281943e-03;;;;;;;;;805;0.02296
615.42523;7.48526840642228E-20;0;0;0;0;0;0;0;0;1.085144399999999905e+03;8.388942817244964337e-03;;;;;;;;;806;0.02259
616.96771;7.45862025132959E-20;0;0;0;0;0;0;0;0;1.086545699999999897e+03;8.219473841900092753e-03;;;;;;;;;807;0.02222
618.51019;7.42438465968314E-20;0;0;0;0;0;0;0;0;1.087947100000000091e+03;8.191667008287117219e-03;;;;;;;;;808;0.0218
620.05261;7.41436454070897E-20;0;0;0;0;0;0;0;0;1.089348400000000083e+03;8.163860174674143419e-03;;;;;;;;;809;0.02144
621.59503;7.4008967755258E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;810;0.02106
623.13745;7.38482631621694E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;811;0.02069
624.67987;7.35690504409053E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;812;0.02038
626.22223;7.33960942387727E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;813;0.02009
627.76465;7.32231298057613E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;814;0.01973
629.30701;7.31007321937282E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;815;0.01935
630.84937;7.28381863150027E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;816;0.01893
632.39172;7.26547973843534E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;817;0.01848
633.93408;7.25333981836036E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;818;0.01803
635.47638;7.22994944274042E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;819;0.01757
637.01874;7.2170985579258E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;820;0.01705
638.56104;7.19218160298742E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;821;0.01652
640.10333;7.1817378122052E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;822;0.016
641.64563;7.16006113271934E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;823;0.01549
643.18787;7.14315335645283E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;824;0.015
644.73016;7.13211051712817E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;825;0.01446
646.2724;7.1010859633139E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;826;0.01386
647.81464;7.08836184415833E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;827;0.01323
649.35687;7.06913527154733E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;828;0.01258
650.89911;7.04853979695625E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;829;0.01191
652.44128;7.03036599601723E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;830;0.01126
653.98352;7.0086524246659E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;831;0.01057
655.5257;6.99234809789439E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;832;0.00991
657.06787;6.97100466427352E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;833;0.00925
658.60999;6.9554213197289E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;834;0.00864
660.15216;6.93602071130961E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;835;0.00802
661.69427;6.92149000024106E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;836;0.00737
663.23645;6.89685121251322E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;837;0.00674
664.77856;6.88746814102373E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;838;0.00611
666.32062;6.85804959975964E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;839;0.00554
667.86273;6.84381623124664E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;840;0.00502
669.40485;6.81832240169091E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;841;0.00453
670.9469;6.8046634874581E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;842;0.00407
672.48895;6.7718989743295E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;843;0.00364
674.03101;6.76429735444468E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;844;0.00322
675.573;6.74042579601753E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;845;0.00286
677.11505;6.72182254166022E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;846;0.00251
678.65704;6.69984630609534E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;847;0.00219
680.19904;6.6721337132967E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;848;0.00188
681.74103;6.64927989653406E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;849;0.00161
683.28302;6.62992474519079E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;850;0.00136
684.82495;6.60892973296051E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;851;0.00115
686.36694;6.58297519465387E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;852;9.74E-04
687.90887;6.5602503181375E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;853;8.23E-04
689.45081;6.54750285265707E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;854;6.72E-04
690.99268;6.51219083755505E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;855;5.48E-04
692.53461;6.49746887289935E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;856;4.38E-04
694.07648;6.47344541677769E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;857;3.38E-04
695.61835;6.44594575333028E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;858;2.48E-04
697.16022;6.42199509940492E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;859;1.77E-04
698.70209;6.4062105224862E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;860;1.04E-04
700.24396;6.37252211816991E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;861;4.66E-05
701.78577;6.35065776250962E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;862;1.52E-07
703.32758;6.32097501978486E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;863;-3.99E-05
704.86938;6.30019028589884E-20;0;0;0;0;0;0;0;0;;;;;;;;;;;864;-7.69E-05
